PL postcentral gyrus L,0.013736559617259848
FL precentral gyrus L,0.008882067890694857
PL postcentral gyrus R,0.008617241633287635
OL lateral remainder occipital lobe R,0.006265343122224167
cerebellum L,0.005666928461084212
PL superior parietal gyrus R,0.005315693971500985
OL lingual gyrus R,0.003531498223544437
TL hippocampus L,0.0028249662755897255
TL posterior temporal lobe L,0.002093499698204868
TL parahippocampal and ambient gyrus R,0.0020793389590396767
